Moneyness,TheoryPrice,ExpVal,Label,ExpVal_Mitigated
0.9,0.05091222078817559,0.1008,m0.9_rep17,0.10449927431059497
1.0,0.10450583572185568,0.2036,m1.0_rep7,0.2110719469210034
1.1,0.17662953740590448,0.254,m1.1_rep22,0.2633215840763009
0.9,0.05091222078817559,0.1116,m0.9_rep12,0.11569562512958725
1.0,0.10450583572185568,0.1584,m1.0_rep2,0.16421314534522075
1.0,0.10450583572185568,0.1772,m1.0_rep13,0.1837030893634667
0.8,0.01859419572812185,0.0,m0.8_rep15,0.0
1.1,0.17662953740590448,0.242,m1.1_rep6,0.2508811942774206
0.8,0.01859419572812185,0.0,m0.8_rep6,0.0
0.9,0.05091222078817559,0.1036,m0.9_rep10,0.10740203193033371
0.9,0.05091222078817559,0.0956,m0.9_rep7,0.0991084387310801
0.9,0.05091222078817559,0.1204,m0.9_rep15,0.12481857764876625
1.1,0.17662953740590448,0.2748,m1.1_rep3,0.2848849263943602
0.8,0.01859419572812185,0.0,m0.8_rep17,0.0
1.0,0.10450583572185568,0.1784,m1.0_rep11,0.18494712834335464
0.9,0.05091222078817559,0.098,m0.9_rep14,0.10159651669085623
1.1,0.17662953740590448,0.2512,m1.1_rep24,0.2604188264565621
0.9,0.05091222078817559,0.094,m0.9_rep22,0.09744972009122943
1.1,0.17662953740590448,0.2576,m1.1_rep19,0.26705370101596515
1.2,0.26169043946847315,0.2572,m1.2_rep23,0.2666390213560024
0.9,0.05091222078817559,0.128,m0.9_rep21,0.13269749118805718
1.1,0.17662953740590448,0.2528,m1.1_rep15,0.262077545096413
0.8,0.01859419572812185,0.0,m0.8_rep16,0.0
0.8,0.01859419572812185,0.0,m0.8_rep3,0.0
0.9,0.05091222078817559,0.0672,m0.9_rep5,0.06966618287372994
1.0,0.10450583572185568,0.1804,m1.0_rep23,0.18702052664316804
1.0,0.10450583572185568,0.1584,m1.0_rep5,0.16421314534522075
1.2,0.26169043946847315,0.2728,m1.2_rep13,0.2828115280945468
1.1,0.17662953740590448,0.2556,m1.1_rep16,0.26498030271615175
